@relation engine_fault_detection_dataset

@attribute Vibration_Amplitude numeric
@attribute RMS_Vibration numeric
@attribute Vibration_Frequency numeric
@attribute Surface_Temperature numeric
@attribute Exhaust_Temperature numeric
@attribute Acoustic_dB numeric
@attribute Acoustic_Frequency numeric
@attribute Intake_Pressure numeric
@attribute Exhaust_Pressure numeric
@attribute Frequency_Band_Energy numeric
@attribute Amplitude_Mean numeric
@attribute Engine_Condition numeric

@data
0.909081,0.841707,170.547445,91.332573,597.339384,96.152798,4588.67871,107.544294,106.230221,0.318373,0.427594,1
4.637176,1.424932,1606.986578,111.676367,548.491097,67.608479,1405.919313,108.582195,100.321302,0.454693,0.414484,0
4.898493,1.682588,482.470378,79.639893,365.684877,104.608687,450.974705,98.120793,89.086561,0.790119,0.295186,0
1.741168,3.26931,947.491282,107.663661,503.291131,80.761456,1088.646641,119.249468,85.001264,0.58663,0.43028,1
9.462412,3.797124,1833.594059,60.906293,388.491267,101.506357,2528.333786,93.545579,100.964145,0.878222,0.104463,0
8.514756,3.760157,1180.155715,82.169054,293.228917,115.973244,3437.149911,93.36835,83.092661,0.312528,0.303338,0
6.723321,2.573877,436.033019,55.145489,296.411704,112.192479,3484.302704,96.874506,92.333249,0.763325,0.170989,0
4.676726,4.063562,582.498319,34.582194,358.928858,104.254868,465.850205,112.617398,82.664269,0.324418,0.143818,0
4.176479,2.213537,1842.484315,100.624782,244.58649,71.599619,3830.910296,91.096539,92.793703,0.819203,0.058825,0
6.544637,0.663209,865.744972,133.731521,271.106514,103.924462,3335.173076,119.635973,84.034828,0.494408,0.188751,2
5.499776,2.843987,1182.231256,33.069393,400.243473,98.147364,2096.961617,119.631883,80.965526,0.990472,0.027101,0
0.716504,4.763892,930.665749,53.523569,581.568991,106.352809,2898.322715,94.790526,93.492031,0.70186,0.182663,0
5.173776,3.975319,769.307414,85.222207,431.074537,112.128835,3861.928187,102.036098,97.030817,0.767557,0.24266,2
8.083396,2.914568,462.092671,109.907618,363.3987,78.688507,1384.254465,96.11752,93.180235,0.138452,0.185312,0
4.646475,3.251688,1378.659171,50.547503,297.080128,98.658244,4706.164167,102.240456,85.28443,0.732761,0.38789,0
0.61437,4.656282,1442.119212,36.803379,278.360522,76.508291,775.061264,105.985884,82.322941,0.476941,0.147566,0
7.884154,2.170297,564.272481,92.285846,463.362812,80.777096,4520.891777,114.681959,83.791008,0.390818,0.046697,2
2.093501,1.690401,1582.241469,128.245166,539.330127,91.238673,3730.203985,91.074219,101.813419,0.815676,0.107583,0
2.660346,4.887346,1711.979697,34.228189,359.542371,86.049804,3336.541235,119.60693,80.476285,0.305773,0.411831,0
1.730593,4.324044,1842.936691,71.924334,420.263619,96.037836,506.249187,118.216889,105.89949,0.263641,0.321599,1
3.369129,1.649066,339.20058,109.621769,482.690704,105.525688,4603.122577,107.112519,105.202674,0.419785,0.292869,1
7.59184,2.345714,621.768894,45.689041,223.31823,96.301201,1547.118718,104.426891,106.414066,0.666415,0.273883,2
5.24192,2.104637,1723.499628,58.313613,340.358819,118.18803,3753.499811,106.519343,106.362362,0.331585,0.377033,1
2.128325,0.788024,413.109602,94.259117,491.901156,104.287201,4435.526922,90.553228,100.025463,0.602737,0.106182,0
8.790518,4.791206,26.867549,144.387804,473.847611,119.10071,1296.989118,112.130481,105.422927,0.446363,0.112765,0
8.80786,2.051347,1744.238074,64.481114,221.33909,104.606443,4581.543777,104.89308,101.909908,0.457043,0.073803,2
8.718726,4.382879,666.369895,88.503291,295.127399,90.475132,3098.514078,98.581198,89.003626,0.282807,0.176266,1
2.464082,0.987313,840.7051,77.991704,471.982886,84.660346,3329.255733,103.846307,102.653817,0.389894,0.144207,1
4.56727,2.761961,903.741371,137.687601,308.566417,104.139623,4581.113144,98.777034,98.467293,0.346461,0.458433,0
9.851398,0.168609,1699.583709,38.626784,525.764118,101.227463,2681.001118,110.998523,80.824698,0.319095,0.01609,0
7.742924,3.832891,689.026446,97.937711,211.801944,100.125882,2259.173032,108.433026,103.590787,0.172702,0.242331,0
0.368957,2.925524,1786.714174,131.534364,276.138812,103.307031,3202.835661,101.642778,106.125052,0.489763,0.368021,0
0.745525,3.146668,1241.539493,148.574109,312.525192,112.330327,2814.715234,99.427258,95.524177,0.320216,0.454238,0
4.692921,0.306018,1064.027714,113.84706,570.115934,73.665618,401.230991,116.341099,94.610802,0.964917,0.483361,0
9.10128,1.09464,664.716724,75.592257,518.527583,93.893684,984.41103,110.467159,92.81811,0.641534,0.043956,0
5.433148,0.417938,502.549159,79.418922,553.658035,96.198071,166.475747,111.473455,101.565044,0.515815,0.105591,1
5.028344,1.480126,1255.635717,72.201866,376.191659,77.57141,629.997914,108.558168,86.46361,0.40419,0.499522,0
1.14419,3.155823,904.850437,102.433572,529.024837,119.276977,3676.263333,92.256917,103.218033,0.514689,0.163607,2
6.602123,2.852621,1822.8217,118.728692,541.397429,107.132275,123.084693,91.777875,88.770298,0.407319,0.037235,0
8.238821,3.080142,993.444658,128.336108,359.98273,79.275966,1591.587022,102.875146,87.844917,0.87117,0.467511,0
3.866158,2.768794,1033.353935,79.991173,597.784739,81.506061,2301.674881,117.914999,104.275383,0.330254,0.207668,2
7.778557,1.401493,845.112097,116.00502,540.495452,103.095489,4695.280021,105.741242,85.231271,0.351968,0.152603,0
9.648319,1.260312,1582.740734,139.946711,589.638787,60.689605,1702.334387,116.276535,105.875573,0.738658,0.083797,0
2.117288,0.728445,861.181612,140.498975,546.598843,87.84242,3937.340739,92.896495,109.335972,0.910835,0.218347,0
5.280963,4.252901,553.29716,114.48348,510.481456,80.586658,2102.95134,111.727832,89.59621,0.712104,0.19022,1
2.942666,3.101573,1726.821131,106.428263,577.537549,111.240178,582.607762,97.360136,107.836212,0.176256,0.462823,0
7.949259,0.97323,1201.719878,93.783129,367.927698,107.477695,584.334365,105.734885,96.992441,0.909084,0.113804,1
5.818174,0.927186,1191.190235,51.98372,513.333373,79.925816,2218.925718,98.787632,87.78016,0.792392,0.052369,0
6.382366,4.371526,1229.42797,44.835558,285.156482,111.887819,383.627344,111.370001,93.579012,0.315747,0.145462,2
7.99935,3.726518,1443.302701,88.285321,493.117542,114.816,2900.934282,102.026672,104.001635,0.156347,0.277568,1
4.020108,3.314025,639.874619,49.133299,514.141313,93.147531,2518.883703,103.865055,99.999116,0.745731,0.170651,0
9.159392,2.063977,87.011854,99.239991,486.609764,69.55422,3542.42241,97.360361,94.843473,0.311121,0.163004,0
5.376986,1.346779,1624.974459,107.484328,539.925226,106.219685,1009.545494,98.44374,87.719497,0.57143,0.205,0
1.663753,4.898281,275.232007,93.073872,365.334179,79.160654,3005.353343,95.384271,101.77383,0.180605,0.437515,0
6.989401,3.996336,1449.20308,34.371206,417.907253,91.636883,955.160134,106.613956,89.399536,0.611346,0.334736,1
7.953287,1.543807,182.984291,36.927355,204.266964,62.73532,3638.945196,94.349909,89.928464,0.119326,0.268317,0
3.235941,4.245446,763.109527,43.600942,258.421265,90.005425,1605.077425,98.046078,102.406466,0.580594,0.207439,0
8.586075,3.806713,144.791618,48.437497,457.67757,82.815872,3110.639393,105.913841,96.752991,0.850326,0.044482,0
9.070818,1.520549,1053.983086,148.785914,424.92688,101.163918,4425.118574,98.244939,85.575006,0.622669,0.44342,0
2.841354,2.161437,1313.20883,71.339402,278.933005,62.447021,2492.347218,107.65499,100.613354,0.896184,0.072907,0
9.836863,0.97047,359.43762,65.036805,297.385918,97.496728,1042.231339,90.42492,87.741574,0.593994,0.101376,0
1.493044,0.59971,755.822685,36.271996,337.632881,106.317364,4442.002215,119.196684,102.81475,0.718688,0.23057,1
2.099955,3.627672,1861.874192,106.238447,486.565885,60.766689,1857.039796,111.899666,94.361507,0.429643,0.078697,0
1.923826,1.374184,895.930452,108.262894,443.886641,104.997801,3678.239089,105.114574,97.849559,0.36712,0.323644,0
8.950498,4.109294,1609.036267,51.053843,227.828506,67.812242,1668.468825,117.625138,98.029301,0.40224,0.252222,0
6.577496,4.978263,1855.825795,140.308985,503.97566,101.883367,1561.255669,116.092982,84.404315,0.192518,0.253921,0
1.605832,0.429268,1949.204733,126.059226,305.063825,87.316583,3245.938471,100.99663,99.514264,0.328952,0.483861,1
4.459202,2.391524,1798.677599,57.638318,468.703871,93.119478,865.926033,93.483875,106.01382,0.448333,0.340139,0
6.19145,4.02021,648.462552,88.301968,249.345138,80.240835,4348.171967,97.566972,106.73606,0.407394,0.368701,0
0.926294,3.955307,1925.894315,85.006903,599.168511,74.727984,1999.357534,96.260678,100.656573,0.54603,0.30861,2
8.835922,3.811986,1628.542579,71.822453,232.134068,64.262841,194.459436,112.501723,109.069283,0.53944,0.137169,1
8.055675,1.777525,1677.607656,128.116166,496.693611,111.881399,1596.638721,106.443297,97.948285,0.761862,0.040867,0
5.101547,2.296574,50.042509,43.111738,416.532144,96.625753,3946.334991,115.502945,87.646195,0.456168,0.284866,0
9.674553,2.995093,1909.392949,79.837709,234.375677,118.96795,4310.858391,104.691023,99.805184,0.709501,0.228796,0
4.235834,4.871006,1560.618643,81.363736,210.724183,111.027114,2882.613357,113.092952,107.275282,0.901564,0.070329,1
9.842692,1.671359,1540.575643,86.247073,345.066287,112.177996,1541.135658,99.702685,90.765562,0.510195,0.431162,0
6.712408,4.619562,181.418967,133.361999,520.889573,95.870981,2686.485108,108.064524,87.945468,0.598086,0.253415,0
6.383246,1.383317,480.485711,56.180024,216.460496,64.856562,4198.238963,109.182005,108.995129,0.70946,0.232367,2
1.742953,4.945919,1925.278097,42.350781,481.759465,114.803776,1648.585366,112.778613,102.996478,0.544696,0.214508,0
8.831085,3.367805,1011.340608,104.137016,462.150511,67.073174,1988.641171,113.984652,81.493347,0.246879,0.371501,0
4.332148,2.344382,807.758876,50.860137,306.215071,91.028761,2744.501252,98.295091,96.835486,0.364218,0.035367,1
1.706111,3.086283,1683.082818,38.99185,230.996814,111.411344,4446.977159,101.55174,87.032928,0.125368,0.115503,1
0.224814,1.399029,192.93402,81.197906,566.128784,88.344481,2952.529776,96.214053,88.604493,0.715233,0.452138,1
5.641581,1.407161,845.545192,56.357572,320.139921,69.940221,1117.314261,112.435031,82.627602,0.351618,0.029688,2
5.321256,0.612095,763.887533,73.345994,244.553293,82.391811,536.609786,98.121848,86.92987,0.841251,0.309267,2
7.221601,0.614549,712.705746,61.16533,472.606831,119.303242,565.568389,101.730576,95.156809,0.690321,0.128249,0
8.913555,1.770975,629.230642,41.116376,286.672492,119.985551,4756.222912,114.090794,82.356903,0.762517,0.274839,0
0.886125,3.826135,435.948414,97.241664,390.252302,102.650099,4129.821129,100.194079,106.690812,0.894217,0.270245,0
7.341815,3.059457,362.36339,33.24221,220.162218,113.279539,3852.687982,98.745009,103.262089,0.483131,0.331567,0
1.955378,0.557794,1288.004112,145.965042,597.19358,62.652404,2532.186438,109.535443,91.441443,0.26975,0.094159,1
8.595953,4.268571,1840.401786,70.959663,379.048451,76.558294,3395.444125,119.261208,83.906828,0.941961,0.323994,0
8.208729,3.02677,1027.526258,113.418901,599.643993,82.137573,723.918492,91.878719,109.81919,0.996245,0.393006,1
5.453858,4.806235,609.989614,127.243545,354.269951,60.719859,3142.389007,115.043652,96.8992,0.296171,0.096105,0
7.131404,3.367418,335.137191,63.492575,339.141022,82.617693,4072.82559,93.648145,92.689258,0.766892,0.396821,0
3.212066,0.917116,1663.683863,119.848645,565.828931,65.581895,404.479827,100.346944,85.959177,0.165045,0.069668,0
4.764562,2.395228,1943.554272,129.890503,331.786342,91.044558,1551.137069,102.501538,86.096498,0.124723,0.138761,1
8.234205,3.260063,711.327695,58.958068,372.802219,60.265159,640.365499,111.562181,103.886275,0.707616,0.18729,0
4.646725,0.18991,596.081843,149.099361,231.244175,76.226993,1375.112477,117.796978,95.596435,0.329643,0.162551,1
3.642203,0.123806,1210.956047,32.482642,582.184955,111.977004,3885.366972,93.060329,109.520059,0.881065,0.369563,0
4.992703,0.690545,1555.151382,56.040058,234.060496,72.783483,1727.040915,112.344254,108.592932,0.561763,0.141765,1
8.299668,1.295739,921.697551,123.602491,508.473973,63.890606,3479.450855,99.668772,86.204834,0.803841,0.377859,0
3.41856,2.176268,1267.544837,53.295723,415.446158,74.983847,3889.182353,117.05733,109.981261,0.193121,0.037985,0
1.82024,2.46283,1438.767155,113.791184,224.562058,109.653522,4101.529584,98.346505,109.597845,0.887016,0.166103,0
7.148939,0.733237,1921.97273,132.663649,200.681531,95.231242,4379.539673,110.815858,103.978386,0.270944,0.457255,1
8.277184,3.383288,346.773914,145.105713,574.221455,95.164462,3028.415479,94.942674,91.727296,0.611401,0.198913,0
1.096311,3.000883,1994.817338,86.909702,496.869362,60.034441,1475.135177,118.738412,86.724344,0.648721,0.240443,2
2.474754,1.507597,796.470177,146.533095,474.574497,88.329073,837.736807,90.12973,83.094761,0.159354,0.378897,0
1.505523,0.117616,1451.936283,79.394676,375.422612,75.937082,2568.172406,96.985559,81.559227,0.979807,0.036365,0
3.54462,0.434357,1153.380468,56.175365,295.445515,80.172541,607.430434,110.278323,104.624071,0.372017,0.353291,0
4.558475,1.988889,983.603862,91.670622,471.94523,95.921198,4562.547497,115.605727,108.366849,0.742703,0.041567,1
7.513381,0.812173,1402.18923,107.978789,443.320427,112.460387,2268.153166,119.806719,103.17672,0.668483,0.280755,0
6.546361,1.915257,803.592623,84.955598,490.536878,70.899414,4377.622314,95.197819,102.771165,0.129775,0.309638,0
6.247193,3.159504,269.697763,98.036693,346.317007,106.093321,3575.42488,99.214315,92.455379,0.876124,0.080874,0
3.588512,2.758825,988.008899,79.969103,594.769504,62.934131,4300.366058,116.755561,99.235429,0.373989,0.42696,1
8.430331,1.194321,1053.393424,92.971434,226.803462,79.60375,4431.394637,90.974997,100.136468,0.324151,0.288777,0
4.765743,1.751921,419.766264,144.311481,231.880647,73.134761,361.138142,111.999655,87.71837,0.152696,0.085836,0
9.793139,3.089454,1872.526326,89.979738,566.750339,114.935039,3653.763454,102.691558,102.160385,0.325298,0.43183,2
6.378007,4.311232,470.40178,60.381556,459.082574,70.679874,1210.083712,110.664541,84.383509,0.658054,0.414145,0
1.350021,3.778407,830.270636,121.049595,330.533627,94.717915,4947.554837,105.747004,88.803686,0.280782,0.338648,1
6.794158,2.78933,326.76078,70.510135,504.781103,69.88699,3914.174573,108.813357,97.691251,0.519851,0.208686,0
3.31853,1.84335,1080.877359,127.94486,381.109355,88.409023,118.448514,109.999911,96.187228,0.819731,0.252151,0
6.894639,1.857004,629.122464,36.821039,208.448604,84.803994,4644.339977,108.937378,101.137444,0.959668,0.354683,0
0.789447,4.403116,988.75959,69.861357,460.441468,62.481432,1532.298921,109.936889,97.487413,0.730443,0.157181,0
1.831326,0.244256,464.741495,41.323189,297.244775,109.552056,2141.602638,107.050438,81.486304,0.27616,0.301755,0
8.571799,4.940514,126.474753,40.238139,246.134047,106.806763,3100.199337,111.416861,109.33109,0.444826,0.3148,0
2.349078,3.338658,1562.868769,109.006747,290.109273,76.671502,4589.917991,113.280704,102.904669,0.598645,0.118828,0
8.386707,3.421632,1289.350842,76.240176,390.463152,96.839708,4643.900454,113.638063,106.412936,0.884267,0.073036,0
2.864833,0.238089,694.663924,134.577473,219.942573,81.760175,2861.011637,115.605393,104.117845,0.592951,0.09075,0
6.464531,3.04737,114.038565,91.968617,553.260955,106.153629,1651.950029,99.492073,86.371811,0.542165,0.020366,1
6.972091,2.449651,1733.838624,65.441187,423.967207,101.549067,1468.030714,112.373203,107.981263,0.333738,0.378041,0
5.175282,0.573606,356.19411,116.506667,317.198472,65.428019,1885.545784,118.399839,109.522511,0.549642,0.406634,0
3.122576,1.425714,1862.869592,104.882015,474.801939,110.65129,984.517049,101.024042,82.360166,0.386844,0.401807,0
2.205179,4.457057,967.61885,125.951354,521.694599,70.765566,3382.18179,113.329233,84.753056,0.608014,0.465693,0
0.428575,2.772443,693.965686,107.230593,445.569851,70.446582,2686.230051,98.743883,109.708816,0.827843,0.051538,0
3.109069,2.096412,1488.683764,50.04161,280.997873,104.024812,3889.977031,95.267078,88.803939,0.951151,0.466036,1
6.566312,0.409777,1756.142024,110.437205,244.115368,70.995064,561.145453,103.392807,104.59408,0.828638,0.255909,0
9.389218,3.584902,754.012856,76.985904,543.959879,67.343817,2059.538539,114.195965,82.224292,0.84547,0.202751,0
8.724924,3.529112,826.540629,85.577164,293.874965,80.13497,1275.328054,99.213676,101.973228,0.422193,0.079511,0
7.684041,3.089516,877.653274,140.587749,208.032972,110.322749,2722.412411,98.848181,101.04185,0.725953,0.246793,0
7.905629,2.5758,1846.199662,73.195686,457.160843,70.608525,2394.39552,98.330251,108.129337,0.449283,0.344035,0
6.683351,2.197233,1391.276703,103.435097,261.154132,80.34438,2302.870711,96.54363,101.861502,0.121809,0.053573,0
2.67684,2.986692,510.339312,73.617808,596.387928,77.175237,1646.702797,108.33333,81.241989,0.896089,0.489121,0
9.081231,1.205307,386.299401,41.367298,547.892333,81.363652,3661.543315,97.300107,93.513583,0.147062,0.459219,1
6.74025,4.709232,476.127974,84.423041,443.37829,102.856308,2459.681751,118.047085,90.436718,0.203974,0.444749,0
5.648362,2.964533,541.856501,101.647381,533.546257,84.327935,1090.994521,100.377931,97.12179,0.116552,0.210687,1
1.198796,1.590403,475.763313,78.900395,388.21428,105.574601,2782.492617,106.271963,92.849677,0.160531,0.429428,1
4.52585,2.275915,1323.842765,76.879942,515.394498,98.424188,3023.693565,102.275114,88.425295,0.153112,0.071464,0
4.657547,4.03814,249.548351,128.445422,458.613421,81.665951,204.760419,118.881472,99.831346,0.709576,0.456271,0
8.65918,0.85,786.96981,33.562221,211.457859,85.934447,1098.515438,102.720345,89.334078,0.868149,0.428787,1
5.511817,1.499536,1257.606074,65.470248,579.503067,102.217363,1287.77916,106.910833,105.51972,0.817019,0.297711,0
3.865965,3.413565,595.902748,127.410872,544.367831,92.085325,1315.568295,112.902698,89.689814,0.663657,0.334548,0
9.770323,1.611672,149.243282,140.463618,581.362956,112.10041,1270.344765,95.138896,95.460028,0.807396,0.181851,0
1.196134,3.972883,182.011367,79.47595,492.546374,115.991005,1431.041741,90.979254,104.780651,0.510908,0.474931,0
4.283229,0.695745,269.414217,136.655309,364.824369,103.06244,1387.363409,103.647597,104.686676,0.915765,0.042714,1
0.516044,3.825297,1674.969189,53.871615,282.794089,119.352427,4431.937303,106.519232,97.582765,0.513918,0.44659,0
7.425051,0.388341,1322.569741,56.571248,271.998539,95.792207,1666.274574,98.611831,91.397625,0.125391,0.138107,0
9.188958,0.112333,147.754374,131.542965,257.966499,62.389847,1813.8373,103.87514,96.738185,0.732227,0.404494,2
2.87237,4.496206,794.316381,138.390929,288.243857,90.291123,1404.268587,108.454814,105.490507,0.847661,0.03422,0
8.597583,2.927629,571.598642,56.736692,420.254405,73.800557,4841.114362,119.198189,86.563437,0.302122,0.129697,0
2.99296,1.791543,1164.519421,37.118903,473.498025,80.022791,2723.904921,108.053315,83.674553,0.38606,0.106922,1
9.116625,1.201343,1055.15578,40.838896,325.622624,89.404203,3091.67596,103.465719,97.460967,0.725466,0.489349,0
7.564223,3.103585,972.625566,61.3657,419.498788,77.703048,3703.887584,90.675855,97.221289,0.616436,0.112792,0
8.068577,2.569561,642.734493,121.373889,336.501064,78.577298,1735.198937,99.317497,88.794447,0.900973,0.191839,2
0.278265,4.958409,292.843549,91.199019,478.603989,84.12098,4847.024106,100.754579,93.033824,0.529907,0.156045,0
9.631823,4.916919,1489.905238,84.670661,595.394488,77.187441,846.398246,104.308337,82.655854,0.705207,0.493099,0
7.294043,3.193372,1762.116402,100.096792,475.606787,70.17006,2343.291542,113.465132,83.922808,0.344474,0.311778,1
3.117036,2.242209,1889.4188,136.826774,223.612231,105.933616,812.652386,113.276621,104.849955,0.93649,0.186267,0
8.311007,2.481148,136.065562,40.851646,390.893983,83.712706,3972.841157,115.35858,93.934195,0.432818,0.454871,2
2.88706,3.428271,1485.019249,113.366895,508.154997,109.905438,625.856691,98.699777,82.994392,0.585578,0.356541,1
8.740263,0.552794,1458.47685,141.214901,416.896643,112.963019,2814.108057,100.39378,108.856054,0.654834,0.354704,0
1.214546,1.675343,1895.277036,55.602005,580.425212,105.057809,613.550748,94.507167,86.298243,0.328846,0.24833,0
7.066491,0.422598,520.770897,130.532678,221.908672,83.80039,2318.043252,115.722473,89.50726,0.38507,0.253927,1
5.452915,0.413136,1489.514496,113.762965,316.462217,103.279327,1473.509155,109.567055,109.176051,0.552183,0.368063,2
1.055691,1.019404,128.160052,31.736224,288.287243,69.31323,4526.154114,92.326497,85.426576,0.343777,0.014956,0
2.494749,2.452004,1269.866527,57.793402,507.048881,99.666946,360.169396,99.10971,109.061763,0.217138,0.224266,2
0.2228,3.934633,714.678692,102.701371,409.517227,84.361924,3284.694386,94.581752,101.667195,0.85293,0.490807,0
4.740803,2.453205,1542.44069,90.288041,255.337685,99.338665,3506.731041,119.076845,92.807685,0.392253,0.330331,1
3.082526,1.710609,1729.342487,93.35235,314.237305,105.287436,4456.012302,99.738084,97.847876,0.474387,0.19563,0
6.023739,0.457647,742.345664,57.831651,409.063729,93.761189,4400.874336,104.89402,95.236763,0.59245,0.093354,0
3.042654,2.773963,1060.660464,111.000416,598.451593,98.548716,4887.575804,99.53706,104.142134,0.858178,0.185756,0
3.069199,1.39278,252.460043,61.970205,345.716943,72.811676,1344.155836,104.228896,81.885285,0.226288,0.245156,2
7.457613,3.093924,845.475791,76.732196,262.730439,95.561973,1446.644343,119.958664,104.401759,0.663359,0.319044,1
0.576614,4.887079,734.384779,74.26991,398.82661,87.628457,2046.734368,98.621663,109.118632,0.41597,0.491735,0
9.03866,0.601006,382.58445,110.643003,324.074551,85.683172,2734.127205,98.478662,92.887188,0.88259,0.253116,1
8.537412,1.100021,1791.067677,40.830331,426.38673,84.618945,1898.995401,101.141387,85.742071,0.695072,0.188167,0
6.711266,2.391818,313.213919,54.665028,386.684121,78.655442,3727.452412,95.079503,83.264276,0.230672,0.134358,0
5.972894,4.844638,1278.763928,54.059648,475.795969,78.32008,141.870754,112.169752,90.402667,0.367244,0.385374,0
8.933795,3.870458,1782.482434,43.010961,565.716284,101.982386,186.506146,101.380209,83.91963,0.132544,0.237269,1
1.934769,4.496235,1825.697788,54.911397,280.20574,93.467985,3608.678123,107.425763,86.891349,0.793505,0.365319,0
0.881795,1.701888,1590.614606,102.847232,528.472028,61.797126,4427.29399,109.839093,99.633083,0.47151,0.148993,1
2.471151,4.96059,368.759445,117.860181,579.706286,62.911514,3905.082523,91.063309,92.473346,0.143806,0.191932,0
7.966325,0.559022,1638.51419,109.236414,349.443873,94.20714,673.748906,109.320084,107.030612,0.112111,0.478303,2
0.443236,0.312216,567.598329,87.022577,245.46508,110.777009,4681.372732,105.983081,93.917092,0.959992,0.124385,0
5.869788,4.285233,1846.348094,36.292149,528.764468,62.638669,2657.371831,92.485512,84.623003,0.867103,0.16611,0
9.954831,4.639961,1423.991629,145.080841,480.438324,90.432416,3737.246245,93.734596,84.159245,0.400998,0.259313,0
8.571391,0.498398,1574.829771,50.169175,285.084882,111.068123,1085.126369,103.223953,100.793555,0.564928,0.267645,1
5.262312,0.611466,188.364258,110.210564,378.089437,60.266879,2789.098592,100.389231,99.017183,0.618315,0.042604,1
0.730045,0.214212,1173.874925,139.546874,431.196883,76.547634,1717.297939,103.124874,101.236123,0.563761,0.486032,0
8.330598,0.567312,1645.861411,113.733252,267.941635,115.195213,4876.32779,109.065453,90.162724,0.3772,0.158298,1
6.029887,1.086628,1725.948898,56.165957,485.965131,64.888177,2423.561085,94.632744,107.450931,0.451515,0.036318,0
1.237837,4.851879,76.690775,67.895556,475.953097,96.419789,3802.327229,109.873338,83.412859,0.263052,0.134903,0
1.029187,3.355908,1879.53528,33.624704,554.850645,90.4429,3055.836488,114.543792,80.985456,0.129893,0.205802,0
9.105306,3.903837,105.810692,103.530989,426.909186,69.100762,562.063869,90.087847,102.264397,0.239251,0.123462,1
6.725083,3.89189,1236.746986,103.559158,429.725212,62.549221,2760.346001,101.053908,100.312245,0.111753,0.08593,0
8.309939,2.698615,1392.907305,117.06007,447.754942,90.155226,2747.057751,98.255028,94.806816,0.489761,0.258439,0
8.801891,3.99757,232.543677,31.319555,309.513305,104.107811,3606.975811,102.959993,81.310791,0.694804,0.400243,1
5.760546,2.999247,115.063494,128.140955,503.442341,70.634567,1677.349281,108.458361,83.426013,0.262843,0.35538,0
5.222719,1.607003,1574.126066,118.645315,464.999705,101.47919,4317.19536,95.627079,85.85895,0.580524,0.218463,2
4.361231,2.827495,781.647837,46.906393,535.65825,92.782999,3150.757153,94.022869,99.161696,0.392472,0.070697,0
3.237771,2.690868,232.08278,71.715193,507.434402,81.470786,292.772439,111.865152,99.891421,0.207994,0.477896,1
4.4025,4.126093,1530.082276,106.622987,455.428892,99.86583,3563.495363,110.572594,100.30743,0.21483,0.174991,0
7.761409,4.90955,1701.342879,89.495625,264.35686,71.518607,4544.137859,103.825335,104.09147,0.656304,0.060533,0
6.059042,2.084661,1183.024658,43.811312,567.658929,87.415879,3447.420767,105.039682,80.743881,0.205937,0.174872,1
8.935981,3.828784,339.248881,40.481445,346.884873,92.958299,1961.986792,98.095837,99.297859,0.597934,0.351563,2
4.489462,0.543827,50.140494,123.774756,585.719427,87.521732,2994.17927,99.875374,87.546892,0.27156,0.133012,1
6.110187,3.895315,1407.588913,48.716054,360.748321,83.850083,939.851528,99.602477,97.131128,0.879519,0.099641,1
6.349945,1.888514,1109.276556,50.651121,258.375317,104.454818,3046.15182,111.790053,102.136271,0.144982,0.139174,0
5.957802,0.244981,1308.578341,129.710775,553.935899,99.366058,2554.864448,106.669293,101.601411,0.448378,0.280349,0
7.056074,1.848069,1630.105647,103.456756,518.023496,98.367725,228.172673,111.88466,88.637029,0.785359,0.438545,0
2.450591,3.072682,879.770998,102.565873,514.518422,113.508039,1677.260442,107.7215,90.659238,0.774238,0.074722,0
5.172401,0.640288,266.540628,87.521493,235.7643,119.610039,1037.111521,106.369089,107.519099,0.230301,0.080447,0
1.131826,4.623971,1881.166905,98.279402,551.711933,94.032272,2014.194441,99.617459,105.466614,0.277053,0.219955,2
3.906662,0.434478,1099.619012,102.212363,438.560255,80.896073,1284.978904,101.863974,87.710199,0.591695,0.07144,0
4.927904,4.653533,1238.282356,146.139148,388.142295,106.732521,4187.81862,116.621936,97.611131,0.715829,0.489784,0
6.55702,3.550331,1868.154631,56.756797,565.268649,68.525944,3518.649096,107.2779,83.218295,0.777055,0.440534,2
9.510257,1.682075,1864.535639,55.74749,466.416541,90.77455,3726.562234,105.733659,99.616038,0.658494,0.041736,0
6.046446,1.984214,1152.747321,36.866219,253.21233,91.470509,1868.24982,91.593944,98.640508,0.804805,0.454367,1
7.46158,3.717006,609.270621,108.983856,407.81487,119.008072,116.887189,110.126675,87.917521,0.495891,0.149379,1
5.112034,3.027282,1994.284995,95.885062,454.646636,119.460409,1173.853092,110.580523,92.655193,0.604548,0.168247,0
6.37763,3.374632,1368.017838,43.348704,559.420279,107.952848,3800.961202,110.719697,103.469196,0.489909,0.17585,2
0.802229,1.976365,828.70462,73.744672,311.957641,88.380941,3053.900356,92.736663,87.663141,0.784851,0.044301,0
2.618477,2.464677,1128.47687,51.439585,517.693554,92.833547,2739.033012,99.013658,103.050994,0.25733,0.391524,0
3.682346,4.949844,843.35142,69.777809,519.925162,79.184498,1474.547684,101.136781,89.491571,0.327167,0.09943,1
4.777684,1.108918,1778.844202,144.1517,251.219794,109.790742,471.137402,114.794907,105.186952,0.85315,0.111931,0
0.551923,2.118388,975.348762,111.998261,206.893273,104.792772,3945.845704,119.420182,80.915116,0.742953,0.386617,0
1.486239,1.494525,1650.586184,30.908292,432.563878,106.285517,289.412283,102.442428,87.744441,0.761653,0.039493,2
